device_id,trip_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time
116,1,2022-09-01,08:21:45,09:14:24,BT02,BT01,52.65,4141.333333333336
116,2,2022-09-01,10:22:41,11:19:49,BT01,BT02,57.13333333333333,5072.500000000004
116,3,2022-09-01,13:11:16,14:14:46,BT02,BT01,63.5,5991.799999999995
116,4,2022-09-01,16:32:13,17:29:30,BT01,BT02,57.28333333333333,4252.65
116,5,2022-09-02,08:00:08,08:54:00,BT02,BT01,53.86666666666667,4159.11666666667
116,6,2022-09-02,09:51:41,10:50:01,BT01,BT02,58.333333333333336,4826.466666666669
116,7,2022-09-02,15:30:02,16:24:47,BT02,BT01,54.75,4932.516666666663
116,8,2022-09-02,17:14:48,18:04:46,BT01,BT02,49.96666666666667,3987.7333333333368
116,9,2022-09-03,07:26:42,08:14:47,BT02,BT01,48.083333333333336,3512.51666666667
116,10,2022-09-03,09:21:34,10:12:51,BT01,BT02,51.28333333333333,4022.1333333333264
116,11,2022-09-03,11:51:12,12:45:52,BT02,BT01,54.666666666666664,4993.5666666666675
116,12,2022-09-03,14:02:21,14:58:50,BT01,BT02,56.483333333333334,4724.5166666666655
116,13,2022-09-03,15:29:20,16:18:27,BT02,BT01,49.11666666666667,3931.533333333331
116,14,2022-09-03,17:40:55,18:25:20,BT01,BT02,44.416666666666664,3437.283333333331
116,15,2022-09-04,08:21:20,09:16:23,BT02,BT01,55.05,4691.099999999996
116,16,2022-09-04,10:31:49,11:25:07,BT01,BT02,53.3,4462.533333333332
116,17,2022-09-04,13:01:40,13:50:21,BT02,BT01,48.68333333333333,3648.8000000000015
116,18,2022-09-04,17:21:15,18:07:41,BT01,BT02,46.43333333333333,3385.100000000003
116,19,2022-09-06,08:19:34,09:04:06,BT02,BT01,44.53333333333333,2918.0166666666664
116,20,2022-09-06,10:01:56,10:54:58,BT01,BT02,53.03333333333333,4406.949999999999
116,21,2022-09-06,12:41:52,13:41:11,BT02,BT01,59.31666666666667,5151.916666666666
116,22,2022-09-06,14:30:27,15:19:32,BT01,BT02,49.083333333333336,3570.066666666666
116,23,2022-09-06,17:22:22,18:17:07,BT02,BT01,54.75,4497.0833333333385
116,24,2022-09-06,20:26:17,21:01:38,BT01,BT02,35.35,2165.9833333333336
116,25,2022-09-07,07:41:47,08:30:14,BT02,BT01,48.45,3598.9166666666615
116,26,2022-09-07,09:42:07,10:37:17,BT01,BT02,55.166666666666664,4420.000000000004
116,27,2022-09-07,12:31:07,13:27:19,BT02,BT01,56.2,4858.616666666667
116,28,2022-09-07,16:41:28,17:29:02,BT01,BT02,47.56666666666667,3178.9833333333327
116,29,2022-09-08,07:50:58,08:46:50,BT02,BT01,55.86666666666667,4699.066666666665
116,30,2022-09-08,09:52:15,10:49:21,BT01,BT02,57.1,4806.1500000000015
116,31,2022-09-08,11:41:31,12:38:37,BT02,BT01,57.1,4673.266666666667
116,32,2022-09-08,12:52:37,13:45:12,BT01,BT02,52.583333333333336,4200.1666666666715
116,33,2022-09-08,16:51:55,17:47:22,BT02,BT01,55.45,4808.383333333335
116,34,2022-09-08,18:27:03,19:12:47,BT01,BT02,45.733333333333334,3406.483333333333
116,35,2022-09-09,08:11:08,08:56:45,BT02,BT01,45.61666666666667,3100.8833333333346
116,36,2022-09-09,09:51:15,10:44:45,BT01,BT02,53.5,4432.433333333329
116,37,2022-09-09,13:11:11,14:09:17,BT02,BT01,58.1,4590.599999999999
116,38,2022-09-09,15:02:17,15:51:12,BT01,BT02,48.916666666666664,4114.950000000001
116,39,2022-09-11,09:46:32,10:39:08,BT02,BT01,52.6,4002.7333333333354
116,40,2022-09-11,12:12:36,13:11:08,BT01,BT02,58.53333333333333,5494.933333333336
116,41,2022-09-11,15:45:21,16:37:28,BT02,BT01,52.11666666666667,4388.050000000003
116,42,2022-09-11,17:29:32,18:16:36,BT01,BT02,47.06666666666667,3271.133333333333
116,43,2022-09-12,07:30:27,08:06:20,BT02,BT01,35.88333333333333,2091.6833333333348
116,44,2022-09-12,09:01:59,10:00:08,BT01,BT02,58.15,4965.083333333332
116,45,2022-09-12,11:41:44,12:28:38,BT02,BT01,46.9,3470.9166666666692
116,46,2022-09-12,13:13:30,13:58:06,BT01,BT02,44.6,3253.0166666666687
116,47,2022-09-12,16:31:53,17:25:40,BT02,BT01,53.78333333333333,4284.866666666666
116,48,2022-09-12,18:12:20,18:56:27,BT01,BT02,44.11666666666667,3232.9666666666667
116,49,2022-09-13,07:01:06,07:49:42,BT02,BT01,48.6,3520.63333333333
116,50,2022-09-13,09:12:55,10:06:28,BT01,BT02,53.55,4342.333333333336
116,51,2022-09-13,12:01:08,12:53:15,BT02,BT01,52.11666666666667,4336.999999999998
116,52,2022-09-13,14:20:37,15:12:02,BT01,BT02,51.416666666666664,3892.8833333333355
116,53,2022-09-13,16:21:59,17:14:57,BT02,BT01,52.96666666666667,4356.9833333333345
116,54,2022-09-13,18:50:20,19:38:24,BT01,BT02,48.06666666666667,3803.766666666665
116,55,2022-09-14,06:41:48,08:04:02,BT02,BT01,82.23333333333333,8257.316666666675
116,56,2022-09-14,08:41:33,09:22:18,BT01,BT02,40.75,2226.2499999999995
116,57,2022-09-14,11:12:07,12:13:53,BT02,BT01,61.766666666666666,6089.833333333326
116,58,2022-09-14,13:02:00,13:56:58,BT01,BT02,54.96666666666667,4404.1833333333325
116,59,2022-09-17,06:22:20,07:05:58,BT02,BT01,43.63333333333333,2878.7666666666664
116,60,2022-09-17,07:42:19,08:33:25,BT01,BT02,51.1,4215.4833333333345
116,61,2022-09-17,11:00:41,11:56:00,BT02,BT01,55.31666666666667,4505.883333333335
116,62,2022-09-17,12:22:02,13:17:24,BT01,BT02,55.36666666666667,5022.099999999992
116,63,2022-09-18,06:07:47,06:42:45,BT02,BT01,34.96666666666667,1983.95
116,64,2022-09-18,07:21:02,08:16:04,BT01,BT02,55.03333333333333,4535.583333333338
116,65,2022-09-19,06:24:28,07:06:18,BT02,BT01,41.833333333333336,2775.1666666666665
116,66,2022-09-19,07:42:32,08:34:39,BT01,BT02,52.11666666666667,4328.166666666664
116,67,2022-09-19,10:41:33,11:39:09,BT02,BT01,57.6,5013.216666666676
116,68,2022-09-19,12:12:09,13:03:18,BT01,BT02,51.15,4179.666666666667
116,69,2022-09-19,14:52:01,15:46:41,BT02,BT01,54.666666666666664,4122.266666666664
116,70,2022-09-19,17:38:28,18:25:04,BT01,BT02,46.6,3259.616666666666
116,71,2022-09-21,05:42:03,06:20:05,BT02,BT01,38.03333333333333,2271.0666666666657
116,72,2022-09-21,07:22:14,08:04:12,BT01,BT02,41.96666666666667,2872.033333333333
116,73,2022-09-21,10:21:50,11:19:06,BT02,BT01,57.266666666666666,4574.499999999997
116,74,2022-09-21,12:12:18,13:12:30,BT01,BT02,60.2,5760.433333333329
116,75,2022-09-21,14:41:42,15:29:56,BT02,BT01,48.233333333333334,3424.349999999998
116,76,2022-09-21,16:51:49,17:43:57,BT01,BT02,52.13333333333333,3993.7333333333354
116,77,2022-09-22,08:40:23,09:34:22,BT02,BT01,53.983333333333334,4462.166666666662
116,78,2022-09-22,10:11:50,11:06:19,BT01,BT02,54.483333333333334,4490.65
116,79,2022-09-22,12:41:50,13:43:08,BT02,BT01,61.3,5308.200000000006
116,80,2022-09-22,14:11:16,15:04:32,BT01,BT02,53.266666666666666,4077.55
116,81,2022-09-22,16:42:26,17:34:24,BT02,BT01,51.96666666666667,3809.916666666668
116,82,2022-09-22,19:08:19,19:43:57,BT01,BT02,35.63333333333333,2103.4666666666662
116,83,2022-09-23,08:51:09,09:39:57,BT02,BT01,48.8,3672.8666666666686
116,84,2022-09-23,10:21:54,11:10:54,BT01,BT02,49.0,3755.43333333333
116,85,2022-09-23,13:01:52,13:58:36,BT02,BT01,56.733333333333334,4816.78333333333
116,86,2022-09-23,14:41:24,15:34:41,BT01,BT02,53.28333333333333,4319.766666666669
116,87,2022-09-23,17:21:17,18:16:05,BT02,BT01,54.8,4237.616666666668
116,88,2022-09-23,19:13:12,19:55:25,BT01,BT02,42.21666666666667,2760.9166666666674
