device_id,trip_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time
116,1,2022-10-01,08:41:39,09:35:36,BT02,BT01,53.95,4075.9999999999927
116,2,2022-10-01,09:51:51,10:42:47,BT01,BT02,50.93333333333333,3877.333333333332
116,3,2022-10-01,13:42:11,14:30:32,BT02,BT01,48.35,3693.633333333334
116,4,2022-10-01,15:09:08,16:00:26,BT01,BT02,51.3,3876.3833333333346
116,5,2022-10-02,07:42:11,08:22:32,BT02,BT01,40.35,2476.7166666666662
116,6,2022-10-02,09:11:04,10:05:16,BT01,BT02,54.2,4660.916666666673
116,7,2022-10-02,11:51:22,12:50:29,BT02,BT01,59.11666666666667,5291.399999999994
116,8,2022-10-02,14:33:27,15:27:59,BT01,BT02,54.53333333333333,4039.8333333333308
116,9,2022-10-02,16:28:45,17:31:15,BT02,BT01,62.5,5896.916666666665
116,10,2022-10-02,20:19:05,21:05:57,BT01,BT02,46.86666666666667,4510.5
116,11,2022-10-03,08:00:32,08:40:08,BT02,BT01,39.6,2730.5999999999995
116,12,2022-10-03,09:31:54,10:15:40,BT01,BT02,43.766666666666666,3051.7833333333347
116,13,2022-10-03,12:46:41,13:35:53,BT02,BT01,49.2,3713.8999999999924
116,14,2022-10-03,14:22:31,15:04:03,BT01,BT02,41.53333333333333,2815.666666666664
116,15,2022-10-03,17:21:56,18:07:05,BT02,BT01,45.15,2906.966666666665
116,16,2022-10-03,19:53:05,21:03:32,BT01,BT02,70.45,7509.516666666664
116,17,2022-10-04,07:50:55,08:32:38,BT02,BT01,41.71666666666667,2692.933333333333
116,18,2022-10-04,09:21:08,10:06:05,BT01,BT02,44.95,3151.4999999999973
116,19,2022-10-04,12:21:34,13:05:03,BT02,BT01,43.483333333333334,2745.2166666666626
116,20,2022-10-04,13:41:54,14:38:23,BT01,BT02,56.483333333333334,5309.616666666665
116,21,2022-10-04,16:42:40,17:25:22,BT02,BT01,42.7,3003.7499999999923
116,22,2022-10-04,18:24:46,19:07:24,BT01,BT02,42.63333333333333,3055.2833333333297
116,23,2022-10-06,06:50:17,07:38:14,BT02,BT01,47.95,3588.26666666666
116,24,2022-10-06,08:21:04,09:01:59,BT01,BT02,40.916666666666664,2538.35
116,25,2022-10-06,10:41:54,11:21:04,BT02,BT01,39.166666666666664,2421.449999999999
116,26,2022-10-06,11:52:23,12:34:45,BT01,BT02,42.36666666666667,3017.6666666666724
116,27,2022-10-06,13:51:07,14:34:32,BT02,BT01,43.416666666666664,2961.8833333333314
116,28,2022-10-06,15:03:45,15:47:10,BT01,BT02,43.416666666666664,3105.5666666666693
116,29,2022-10-06,17:11:16,17:50:12,BT02,BT01,38.93333333333333,2338.8666666666672
116,30,2022-10-06,18:26:03,19:08:39,BT01,BT02,42.6,2827.5499999999975
116,31,2022-10-07,06:41:28,07:30:43,BT02,BT01,49.25,3726.116666666666
116,32,2022-10-07,08:00:00,08:37:36,BT01,BT02,37.6,2061.0333333333338
116,33,2022-10-07,10:31:45,11:09:41,BT02,BT01,37.93333333333333,2427.266666666667
116,34,2022-10-07,11:32:34,12:20:51,BT01,BT02,48.28333333333333,3537.3500000000017
